Country Name,Country Code,Series Name,Series Code,2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Senegal,SEN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3229.51026655477,3380.21596529445,3647.95137357242,3752.91947490817,4173.67741399617,4529.50264399113,4781.55234083159,5097.24318834766,5463.21828561328
Senegal,SEN,"Population, total",SP.POP.TOTL,15475002,15914498,16352922,16789219,17220867,17651103,18077573,18501984,18931966
Senegal,SEN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,19.1,..,..,17.9,..,..,..,..
Senegal,SEN,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,35.8,35.1,33.3,31.6,30.3,29.4,29.1,..,..
Serbia,SRB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,17285.4135238265,18469.1042989985,20587.2567440786,21013.0562995823,23406.3065657117,26142.9143111159,29776.9743496564,32832.274492238,33909.7605745332
Serbia,SRB,"Population, total",SP.POP.TOTL,7020858,6982604,6945235,6899126,6834326,6664449,6623183,6586476,6549143
Serbia,SRB,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,6.6,4.2,2.7,2,1.7,2,1.1,..,..
Serbia,SRB,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,12.5,12.5,12,14.1,14.8,13,9.5,..,..
Seychelles,SYC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,30674.6487335442,32091.2988657346,34219.061370118,31055.9442055039,29979.8272686091,29215.6725189214,31893.9628108379,33339.491987317,35854.0281615068
Seychelles,SYC,"Population, total",SP.POP.TOTL,95843,96762,97625,98462,99258,119878,119773,121354,122730
Seychelles,SYC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,0.7,..,..,..,..,..,..,..
Seychelles,SYC,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,14.3,..,..,..,..,..,..,..,..
Sierra Leone,SLE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2501.4531554482,2640.47566787646,2704.05835704649,2719.0728691734,2849.38865839009,3143.46625292281,3371.09351712436,3527.42124292431,3716.89410482498
Sierra Leone,SLE,"Population, total",SP.POP.TOTL,7379299,7554563,7731991,7912558,8094602,8276807,8460512,8642022,8819794
Sierra Leone,SLE,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,41.5,..,..,..,..,..,..,..
Sierra Leone,SLE,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,83,83,85.3,86.7,89.2,88.6,89.8,..,..
Singapore,SGP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,96056.7007948924,104198.419110899,105521.619340296,102117.449503559,133990.186782104,144417.646950009,144728.385132013,153161.175431382,163353.990260152
Singapore,SGP,"Population, total",SP.POP.TOTL,5612253,5638676,5703569,5685807,5453566,5637022,5917648,6036860,6111175
Singapore,SGP,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
Singapore,SGP,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,4.1,4.7,4.5,4.6,6.6,7.7,9.5,..,..
Sint Maarten (Dutch part),SXM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,44479.2967076826,41653.2008964784,45715.6970519376,38901.4867603712,40507.0672411717,48752.9549877316,51729.2528621078,53846.7442635227,56490.5015205836
Sint Maarten (Dutch part),SXM,"Population, total",SP.POP.TOTL,38996,39712,40385,41008,41571,42139,42749,43350,43923
Sint Maarten (Dutch part),SXM,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,30245.7825869756,31509.8187291635,33985.6758419661,35327.9439165588,38330.302743447,41529.408474315,45864.6125430469,47846.6169154961,49308.7048471448
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,5439232,5446771,5454147,5458827,5447247,5431752,5426740,5422069,5413813
Slovak Republic,SVK,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,0.6,0.5,0.2,0.3,0.3,0.7,0.5,..,..
Slovak Republic,SVK,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,5,5,6,7.7,8.3,9,7.5,..,..
Slovenia,SVN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,36180.0384547624,38620.2045436305,42373.2506369279,41767.2579899957,45922.6632600134,52322.1405997493,56150.6852244867,57570.5904042272,59244.7106359661
Slovenia,SVN,"Population, total",SP.POP.TOTL,2066388,2073894,2088385,2102419,2108079,2112076,2120461,2127400,2130986
Slovenia,SVN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,0,0,0,0,0,0,0,..,..
Slovenia,SVN,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,11.2,10.2,8.2,7.4,7,7.9,8.2,..,..
Small states,SST,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,18258.768305634,19049.4199396395,20323.7922400186,19051.8795832025,21262.5948218682,24383.6349520917,26458.0570471367,28670.4071711442,30378.738821689
Small states,SST,"Population, total",SP.POP.TOTL,18865506,19084934,19293697,19472157,19646549,19852364,20031262,20193405,20347135
Small states,SST,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
Small states,SST,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,29.4841842,28.9165558,29.955716,31.3584458,31.9117121,31.7568767,31.9904301,32.2653104,..
Solomon Islands,SLB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2454.04671907288,2493.97675735682,2512.01387970749,2405.69259474986,2450.18399709553,2496.15153066833,2599.03676008376,2679.1210283533,2787.61656406214
Solomon Islands,SLB,"Population, total",SP.POP.TOTL,685672,709101,728147,744498,762591,781066,800005,819198,838645
Solomon Islands,SLB,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
Solomon Islands,SLB,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
"Somalia, Fed. Rep.",SOM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1596.81409178022,1551.52773977473,1548.27250940098,1454.26711848855,1392.31782053371,1486.23689665021,1556.89233845758,1604.29116285918,1642.77032278186
"Somalia, Fed. Rep.",SOM,"Population, total",SP.POP.TOTL,14916629,15452487,16030971,16651191,17271431,17801897,18358615,19009151,19654739
"Somalia, Fed. Rep.",SOM,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
"Somalia, Fed. Rep.",SOM,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,79.5,..,..,..,..
South Africa,ZAF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,13738.4385854596,13347.3634826038,13361.4851289112,12671.0862436851,13681.9548144813,14746.7103701698,15212.2609596178,15478.6456794969,15905.6794419658
South Africa,ZAF,"Population, total",SP.POP.TOTL,57635162,58613001,59587885,60562381,61502603,62378410,63212384,64007187,64747319
South Africa,ZAF,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,17.4,..,..,..
South Africa,ZAF,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,17.4,18.2,19,19.2,20,20.7,..,..
South Asia,SAS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5925.07961165666,6482.04601810231,6910.69627919166,6796.23874125937,7815.21278442871,8899.31392332671,9771.04591690011,10594.5335959681,11562.1850810909
South Asia,SAS,"Population, total",SP.POP.TOTL,1572520427,1589164714,1605412986,1621073417,1634785356,1648009565,1662580579,1677384532,1692252900
South Asia,SAS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,9.4,7.9,6.1,4.7,3.8,..
South Asia,SAS,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,27.0493647,32.7743554,35.7425604,42.9226682,41.153189,39.2897727,39.283127,36.7095006,..
South Asia (IDA & IBRD),TSA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5925.07961165666,6482.04601810231,6910.69627919166,6796.23874125937,7815.21278442871,8899.31392332671,9771.04591690011,10594.5335959681,11562.1850810909
South Asia (IDA & IBRD),TSA,"Population, total",SP.POP.TOTL,1572520427,1589164714,1605412986,1621073417,1634785356,1648009565,1662580579,1677384532,1692252900
South Asia (IDA & IBRD),TSA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
South Asia (IDA & IBRD),TSA,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,27.0493647,32.7743554,35.7425604,42.9226682,41.153189,39.2897727,39.283127,36.7095006,..
South Sudan,SSD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..
South Sudan,SSD,"Population, total",SP.POP.TOTL,10259154,10122977,10423384,10698467,10865780,11021177,11483374,11943408,12188788
South Sudan,SSD,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
South Sudan,SSD,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,85.1,84.9,85.7,86.4,87.3,87.3,88.1,..,..
Spain,ESP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,39825.2498116292,41015.1565755187,44042.757577336,39327.8479269599,44251.6658222621,51482.523634807,55661.317481747,58063.7350840487,59867.6944716701
Spain,ESP,"Population, total",SP.POP.TOTL,46571232,46782011,47118501,47359424,47443821,47786102,48352528,48848840,49355143
Spain,ESP,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,0.8,1,0.9,1.1,0.7,0.8,0.8,..,..
Spain,ESP,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,7.5,8.6,8.8,8.6,8,6.9,6.5,..,..
Sri Lanka,LKA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,13610.4723136277,14178.0225361835,14112.9525042604,12940.9043296014,14316.1352225567,14191.4051912109,14512.1432202455,15701.0907191253,17065.0298635432
Sri Lanka,LKA,"Population, total",SP.POP.TOTL,21453000,21670000,21803000,21919000,22156000,22181000,22037000,21916000,21756000
Sri Lanka,LKA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,2.7,..,..,..,..,..,..
Sri Lanka,LKA,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,6.5,7.6,8.9,10,10.9,11.4,11.2,..,..
St. Kitts and Nevis,KNA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,29578.6311625727,30794.8986482634,32482.094417215,27326.036057423,26896.6177065978,31865.8304697944,34007.6371717125,34897.2104637487,36777.262691657
St. Kitts and Nevis,KNA,"Population, total",SP.POP.TOTL,47050,47008,46952,46870,46763,46709,46758,46843,46922
St. Kitts and Nevis,KNA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,21.1,21.1,21.1,..,..,..,..,..
St. Lucia,LCA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,16130.9721097011,17433.3010328737,18662.8504698815,15135.6187398708,19141.3272253168,24433.7034481087,26253.9280339233,28116.7677870924,28673.8437920214
St. Lucia,LCA,"Population, total",SP.POP.TOTL,176342,177017,177661,178250,178522,178781,179285,179744,180149
St. Lucia,LCA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
St. Lucia,LCA,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,22.2,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,"Population, total",SP.POP.TOTL,36837,36012,34267,31786,29961,28870,27515,26129,24941
St. Martin (French part),MAF,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,13575.4319769513,14689.8500710886,15339.5560281064,15336.5987771764,16200.8994597845,18032.4150562634,19836.205036664,21302.9730252553,22799.4005332261
St. Vincent and the Grenadines,VCT,"Population, total",SP.POP.TOTL,105663,104926,104167,103526,102841,102046,101323,100616,99924
St. Vincent and the Grenadines,VCT,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,33.3,33.3,33.3,..,..,..,..,..,..
Sub-Saharan Africa,SSF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4328.54321994519,4322.1640935143,4490.30405465511,4403.53684898304,4702.40563604418,5116.63828770479,5321.71824656475,5525.75233957231,5785.99485616741
Sub-Saharan Africa,SSF,"Population, total",SP.POP.TOTL,1080208893,1109196428,1138472475,1168133785,1198069722,1228187451,1258809472,1289936286,1321654217
Sub-Saharan Africa,SSF,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,44.6,44.1,43.9,46,46.2,45.7,45.6,45.1,..
Sub-Saharan Africa,SSF,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa (excluding high income),SSA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4326.20517226218,4319.74082132637,4487.75384887465,4401.29051079121,4700.31298645118,5114.2870977928,5319.19071695846,5523.13654766133,5783.20341637366
Sub-Saharan Africa (excluding high income),SSA,"Population, total",SP.POP.TOTL,1080113050,1109099666,1138374850,1168035323,1197970464,1228067573,1258689699,1289814932,1321531487
Sub-Saharan Africa (excluding high income),SSA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa (excluding high income),SSA,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4328.54321994519,4322.1640935143,4490.30405465511,4403.53684898304,4702.40563604418,5116.63828770479,5321.71824656475,5525.75233957231,5785.99485616742
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population, total",SP.POP.TOTL,1080208893,1109196428,1138472475,1168133785,1198069722,1228187451,1258809472,1289936286,1321654217
Sub-Saharan Africa (IDA & IBRD countries),TSS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
Sudan,SDN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4252.42138671875,4199.25048828125,3914.2255859375,3348.57836914063,3248.9755859375,3354.84643554688,2422.6533203125,2118.88891601563,2192.27221679688
Sudan,SDN,"Population, total",SP.POP.TOTL,42714306,44230596,45548175,46789231,48066924,49383346,50042791,50448963,51662147
Sudan,SDN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
Sudan,SDN,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
Suriname,SUR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,17567.6802396432,17855.4787141437,19771.5473885151,16946.8942361914,18458.234999681,20075.6544534114,21127.5975244081,21832.187015648,22652.3952637959
Suriname,SUR,"Population, total",SP.POP.TOTL,593713,599513,605768,612317,617896,623164,628886,634431,639850
Suriname,SUR,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,2.2,..,..,..
Suriname,SUR,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,35.8,35.8,35.8,..,..,..
Sweden,SWE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,51386.5907915775,52962.1832555021,56909.753155728,57396.2588780383,62190.8526983825,66517.6358713011,68457.9015289277,71221.9379308266,72528.8892631159
Sweden,SWE,"Population, total",SP.POP.TOTL,10057698,10175214,10278887,10353442,10415811,10486941,10536632,10569709,10596620
Sweden,SWE,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,0.3,0.9,0.4,0.5,0.6,1.3,0.8,..,..
Sweden,SWE,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,5.4,5.7,5.3,5.3,5.4,6,6.9,..,..
Switzerland,CHE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,69317.5993921633,72169.4717767024,75267.0079269626,74384.6631232325,83524.9832880195,94629.7224204886,93939.7784980038,97467.7447151829,102513.347221899
Switzerland,CHE,"Population, total",SP.POP.TOTL,8451840,8514329,8575280,8638167,8704546,8777088,8888822,9005582,9092436
Switzerland,CHE,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,0,0,0,0.1,0,0.2,..,..,..
Switzerland,CHE,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,3.1,2.6,2,2.2,2.1,2.5,2,..,..
Syrian Arab Republic,SYR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3265.07016871603,3455.89168825346,3502.17536117799,3878.42802993832,4765.52911357702,4905.15252202552,..,..,..
Syrian Arab Republic,SYR,"Population, total",SP.POP.TOTL,19224668,19577845,20353534,21049429,21628839,22462173,23594623,24672760,25620427
Syrian Arab Republic,SYR,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,18,..,..,..
Syrian Arab Republic,SYR,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
Tajikistan,TJK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3017.00314887354,3069.10385079592,3459.97365083434,3653.95976759112,3985.91247611219,4513.4597158968,4967.6740543988,5413.83109811464,5923.47183321348
Tajikistan,TJK,"Population, total",SP.POP.TOTL,9085946,9307333,9529966,9749310,9966908,10182222,10389799,10590927,10786734
Tajikistan,TJK,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,9.1,8.9,7.3,6.1,..
Tajikistan,TJK,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,29.6,28.8,28.7,30.2,31,28,25.1,..,..
Tanzania,TZA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2472.4931640625,2727.88012695313,2981.87451171875,3290.60986328125,3493.0830078125,3799.26000976563,4021.82885742188,4226.92626953125,4470.9541015625
Tanzania,TZA,"Population, total",SP.POP.TOTL,55652890,57437145,59174891,60972798,62830412,64711821,66617606,68560157,70545865
Tanzania,TZA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,51.3,..,..,..,..,..,..,..
Tanzania,TZA,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,56.6,56.1,56.3,57.6,58.7,58.2,58,..,..
Thailand,THA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,17573.339815536,18876.2208766741,19963.3918407099,19156.5820127644,20236.9760408784,22245.6387597542,23598.3745068685,24909.2266037939,26250.0723587304
Thailand,THA,"Population, total",SP.POP.TOTL,71160187,71376079,71522271,71641484,71727332,71735329,71702435,71668011,71619863
Thailand,THA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,0.1,0.1,0.1,0.1,0,0,0,0,..
Thailand,THA,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,4.7,5.4,6.4,7.1,6.5,5.4,..,..
Timor-Leste,TLS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3463.11730297031,3561.28770455766,4556.61428089164,6132.08288218058,6825.0458085995,5728.90346523347,4810.78356024783,4429.20182282365,4809.49016945191
Timor-Leste,TLS,"Population, total",SP.POP.TOTL,1251703,1275959,1300945,1326053,1350139,1369295,1384286,1400638,1418517
Timor-Leste,TLS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
Timor-Leste,TLS,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,53.7,53.7,53.7,..,..,..,..
Togo,TGO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2184.16434341899,2288.9476039266,2459.85658494292,2653.96061995284,2952.09730066985,3305.92970304109,3572.00417260831,3814.83532681353,4079.36376686718
Togo,TGO,"Population, total",SP.POP.TOTL,7324386,7458206,7619925,7788054,7936176,8068616,8223850,8406558,8591626
Togo,TGO,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,35.3,..,..,34.7,..,..,..,..
Togo,TGO,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,61.7,59.6,56.3,54.7,56,57,58.5,..,..
Tonga,TON,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6229.07019926381,6392.60068547144,6473.32046564939,6676.65061142853,6930.06482518663,7295.94922827877,7810.10184717265,8174.34840883872,8674.68048447494
Tonga,TON,"Population, total",SP.POP.TOTL,105356,105567,105669,105704,105490,105042,104597,104175,103742
Tonga,TON,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,0.4,..,..,..,..
Tonga,TON,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,23.2,20.4,17.6,14.8,..,..,..
Trinidad and Tobago,TTO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,28484.2557157494,28673.2413951653,29315.8054064667,26731.3556410029,30482.1201798631,32973.632075038,34651.9065448775,36381.2720794439,37121.2050020847
Trinidad and Tobago,TTO,"Population, total",SP.POP.TOTL,1356633,1359193,1363985,1366725,1367558,1365805,1367510,1368333,1367764
Trinidad and Tobago,TTO,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
Trinidad and Tobago,TTO,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,27.6,27.6,..,..
Tunisia,TUN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,11288.7800135085,11841.4061980603,12494.7905733455,11918.066205483,12444.3264026887,13616.380720945,14052.1687041992,14542.0966234293,15233.4885842318
Tunisia,TUN,"Population, total",SP.POP.TOTL,11650498,11765514,11875081,11974057,12048622,12119334,12200431,12277109,12348573
Tunisia,TUN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,0.7,..,..,..,..
Tunisia,TUN,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,20,22.1,25,28,28.5,26.7,25.4,..,..
Turkiye,TUR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,28353.5406410966,28640.3401839802,29016.4555653445,29209.3308866883,32105.5474400506,39919.1608756567,43196.3381254367,45122.9317187258,45288.4750285273
Turkiye,TUR,"Population, total",SP.POP.TOTL,80312698,81407204,82579440,83384680,84147318,84979913,85325965,85518661,85878556
Turkiye,TUR,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1.1,1,1.3,1.1,0.9,0.5,0.2,..,..
Turkiye,TUR,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
Turkmenistan,TKM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,13278.4030353381,14368.4621432532,15389.2461090476,14971.3322055898,16259.8700051884,18148.7189785918,19644.7256847416,21025.8403822415,22601.5518373128
Turkmenistan,TKM,"Population, total",SP.POP.TOTL,6507061,6655524,6803944,6949912,7092043,7230193,7364438,7494498,7618847
Turkmenistan,TKM,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
Turkmenistan,TKM,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,30097.3550560987,31151.4748574464,31173.3797811743,19530.0254075613,25056.4880515569,30216.0346068372,35365.8657232406,38009.5079479808,..
Turks and Caicos Islands,TCA,"Population, total",SP.POP.TOTL,39913,41559,43166,44386,45243,45847,46198,46535,46855
Turks and Caicos Islands,TCA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4236.97583280304,4442.36859909198,5205.1977197179,5204.86656424048,5551.80841999248,5403.33289042089,5903.8648736232,6365.76616505123,6759.27941373717
Tuvalu,TUV,"Population, total",SP.POP.TOTL,10869,10751,10581,10399,10194,9992,9816,9646,9492
Tuvalu,TUV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
Uganda,UGA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2157.95747503369,2312.05752813495,2441.37445233821,2532.21950102069,2684.92035939744,2918.71512173871,3100.19016956104,3278.02086557843,3487.69797525182
Uganda,UGA,"Population, total",SP.POP.TOTL,40177388,41565831,42999637,44457152,45910930,47312719,48656601,50015092,51384894
Uganda,UGA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,59.8,..,..,..,..,..,..
